"","Year","State","Name","Alcoholic Beverage Tax (T10)","Alcoholic Beverage Lic (T20)"
"1054",1997,"35","ND STATE GOVT","5162","243"
"1055",1997,"36","OH STATE GOVT","79689","27027"
"1056",1997,"37","OK STATE GOVT","56195","5394"
"1057",1997,"38","OR STATE GOVT","11753","1816"
"1058",1997,"39","PA STATE GOVT","155912","13953"
"1059",1997,"40","RI STATE GOVT","8594","9"
"1060",1997,"41","SC STATE GOVT","117793","10461"
"1061",1997,"42","SD STATE GOVT","9874","258"
"1062",1997,"43","TN STATE GOVT","67591","1967"
"1063",1997,"44","TX STATE GOVT","431652","24110"
"1064",1997,"45","UT STATE GOVT","20404","749"
"1065",1997,"46","VT STATE GOVT","13375","454"
"1066",1997,"47","VA STATE GOVT","108943","6385"
"1067",1997,"48","WA STATE GOVT","139090","9026"
"1068",1997,"49","WV STATE GOVT","7748","10318"
"1069",1997,"50","WI STATE GOVT","40556","446"
"1070",1997,"51","WY STATE GOVT","1107","8"
"1071",1996,"00","US STATE GOVTS","3666690","307061"
"1072",1996,"01","AL STATE GOVT","115177","2431"
"1073",1996,"02","AK STATE GOVT","11985","1298"
"1074",1996,"03","AZ STATE GOVT","44635","4038"
"1075",1996,"04","AR STATE GOVT","26278","1560"
"1076",1996,"05","CA STATE GOVT","269127","40712"
"1077",1996,"06","CO STATE GOVT","24789","3669"
"1078",1996,"07","CT STATE GOVT","40385","6647"
"1079",1996,"08","DE STATE GOVT","12228","591"
"1080",1996,"10","FL STATE GOVT","542130","31599"
"1081",1996,"11","GA STATE GOVT","122051","4471"
"1082",1996,"12","HI STATE GOVT","37811","0"
"1083",1996,"13","ID STATE GOVT","5193","1112"
"1084",1996,"14","IL STATE GOVT","58304","3924"
"1085",1996,"15","IN STATE GOVT","32299","7301"
"1086",1996,"16","IA STATE GOVT","12550","8545"
"1087",1996,"17","KS STATE GOVT","61004","2021"
"1088",1996,"18","KY STATE GOVT","60592","2277"
"1089",1996,"19","LA STATE GOVT","52956","2060"
"1090",1996,"20","ME STATE GOVT","34211","2871"
"1091",1996,"21","MD STATE GOVT","23327","503"
"1092",1996,"22","MA STATE GOVT","60266","1172"
"1093",1996,"23","MI STATE GOVT","119275","10125"
"1094",1996,"24","MN STATE GOVT","55488","828"
"1095",1996,"25","MS STATE GOVT","38528","3144"
"1096",1996,"26","MO STATE GOVT","23409","3469"
"1097",1996,"27","MT STATE GOVT","18234","1526"
"1098",1996,"28","NE STATE GOVT","15772","246"
"1099",1996,"29","NV STATE GOVT","13256","0"
"1100",1996,"30","NH STATE GOVT","10893","3077"
"1101",1996,"31","NJ STATE GOVT","75158","5503"
"1102",1996,"32","NM STATE GOVT","35350","3659"
"1103",1996,"33","NY STATE GOVT","197798","30976"
"1104",1996,"34","NC STATE GOVT","164894","5856"
"1105",1996,"35","ND STATE GOVT","5177","243"
"1106",1996,"36","OH STATE GOVT","78650","24990"
"1107",1996,"37","OK STATE GOVT","57866","4667"
"1108",1996,"38","OR STATE GOVT","11228","1815"
"1109",1996,"39","PA STATE GOVT","149546","14188"
"1110",1996,"40","RI STATE GOVT","8578","64"
"1111",1996,"41","SC STATE GOVT","115809","10473"
"1112",1996,"42","SD STATE GOVT","9993","256"
"1113",1996,"43","TN STATE GOVT","66206","1642"
"1114",1996,"44","TX STATE GOVT","418719","24499"
"1115",1996,"45","UT STATE GOVT","22649","785"
"1116",1996,"46","VT STATE GOVT","13346","451"
"1117",1996,"47","VA STATE GOVT","108767","6580"
"1118",1996,"48","WA STATE GOVT","135874","9125"
"1119",1996,"49","WV STATE GOVT","7827","9560"
"1120",1996,"50","WI STATE GOVT","40000","505"
"1121",1996,"51","WY STATE GOVT","1102","7"
"1122",1995,"00","US STATE GOVTS","3597128","288436"
"1123",1995,"01","AL STATE GOVT","103674","2417"
"1124",1995,"02","AK STATE GOVT","11969","1152"
"1125",1995,"03","AZ STATE GOVT","42034","3233"
"1126",1995,"04","AR STATE GOVT","26844","1503"
"1127",1995,"05","CA STATE GOVT","273674","24102"
"1128",1995,"06","CO STATE GOVT","23652","3596"
"1129",1995,"07","CT STATE GOVT","36874","5604"
"1130",1995,"08","DE STATE GOVT","11494","869"
"1131",1995,"10","FL STATE GOVT","514488","31895"
"1132",1995,"11","GA STATE GOVT","115344","7314"
"1133",1995,"12","HI STATE GOVT","38362","0"
"1134",1995,"13","ID STATE GOVT","4897","1032"
"1135",1995,"14","IL STATE GOVT","56780","4266"
"1136",1995,"15","IN STATE GOVT","32122","7607"
"1137",1995,"16","IA STATE GOVT","12429","8452"
"1138",1995,"17","KS STATE GOVT","59124","2084"
"1139",1995,"18","KY STATE GOVT","58557","2420"
"1140",1995,"19","LA STATE GOVT","53805","0"
"1141",1995,"20","ME STATE GOVT","32688","3062"
"1142",1995,"21","MD STATE GOVT","23393","504"
"1143",1995,"22","MA STATE GOVT","61333","1209"
"1144",1995,"23","MI STATE GOVT","123386","11609"
"1145",1995,"24","MN STATE GOVT","54775","788"
"1146",1995,"25","MS STATE GOVT","36929","3061"
"1147",1995,"26","MO STATE GOVT","23382","3409"
"1148",1995,"27","MT STATE GOVT","14842","1527"
"1149",1995,"28","NE STATE GOVT","15885","244"
"1150",1995,"29","NV STATE GOVT","13384","0"
"1151",1995,"30","NH STATE GOVT","11015","3039"
"1152",1995,"31","NJ STATE GOVT","76783","4991"
"1153",1995,"32","NM STATE GOVT","33654","3405"
"1154",1995,"33","NY STATE GOVT","209044","30581"
"1155",1995,"34","NC STATE GOVT","160089","5506"
"1156",1995,"35","ND STATE GOVT","5174","242"
"1157",1995,"36","OH STATE GOVT","78972","24870"
"1158",1995,"37","OK STATE GOVT","57344","3536"
"1159",1995,"38","OR STATE GOVT","24044","1757"
"1160",1995,"39","PA STATE GOVT","146762","14319"
"1161",1995,"40","RI STATE GOVT","8562","247"
"1162",1995,"41","SC STATE GOVT","113436","10777"
"1163",1995,"42","SD STATE GOVT","9682","260"
"1164",1995,"43","TN STATE GOVT","65103","1634"
"1165",1995,"44","TX STATE GOVT","406696","24249"
"1166",1995,"45","UT STATE GOVT","18002","756"
"1167",1995,"46","VT STATE GOVT","13450","410"
"1168",1995,"47","VA STATE GOVT","107248","6450"
"1169",1995,"48","WA STATE GOVT","127354","8554"
"1170",1995,"49","WV STATE GOVT","7920","9622"
"1171",1995,"50","WI STATE GOVT","39584","265"
"1172",1995,"51","WY STATE GOVT","1090","7"
"1173",1994,"00","US STATE GOVTS","3610460","299173"
"1174",1994,"01","AL STATE GOVT","112043","2698"
"1175",1994,"02","AK STATE GOVT","11956","1883"
"1176",1994,"03","AZ STATE GOVT","42263","3037"
"1177",1994,"04","AR STATE GOVT","27618","1391"
"1178",1994,"05","CA STATE GOVT","279556","36746"
"1179",1994,"06","CO STATE GOVT","22915","3493"
"1180",1994,"07","CT STATE GOVT","37336","5888"
"1181",1994,"08","DE STATE GOVT","11892","599"
"1182",1994,"10","FL STATE GOVT","534793","38286"
"1183",1994,"11","GA STATE GOVT","114371","4704"
"1184",1994,"12","HI STATE GOVT","38997","0"
"1185",1994,"13","ID STATE GOVT","4558","1000"
"1186",1994,"14","IL STATE GOVT","59457","4283"
"1187",1994,"15","IN STATE GOVT","32367","7564"
"1188",1994,"16","IA STATE GOVT","12478","8332"
"1189",1994,"17","KS STATE GOVT","58217","2724"
"1190",1994,"18","KY STATE GOVT","57007","2125"
"1191",1994,"19","LA STATE GOVT","50056","0"
"1192",1994,"20","ME STATE GOVT","34656","2941"
"1193",1994,"21","MD STATE GOVT","24094","493"
"1194",1994,"22","MA STATE GOVT","60998","1127"
"1195",1994,"23","MI STATE GOVT","122503","11797"
"1196",1994,"24","MN STATE GOVT","55930","779"
"1197",1994,"25","MS STATE GOVT","36453","3034"
"1198",1994,"26","MO STATE GOVT","23372","3332"
"1199",1994,"27","MT STATE GOVT","14853","1390"
"1200",1994,"28","NE STATE GOVT","15693","241"
"1201",1994,"29","NV STATE GOVT","13143","0"
"1202",1994,"30","NH STATE GOVT","10920","3035"
"1203",1994,"31","NJ STATE GOVT","76316","4880"
"1204",1994,"32","NM STATE GOVT","28246","3347"
"1205",1994,"33","NY STATE GOVT","217962","27685"
"1206",1994,"34","NC STATE GOVT","158015","5758"
"1207",1994,"35","ND STATE GOVT","5197","240"
"1208",1994,"36","OH STATE GOVT","79695","24680"
"1209",1994,"37","OK STATE GOVT","57736","2354"
"1210",1994,"38","OR STATE GOVT","10577","1738"
"1211",1994,"39","PA STATE GOVT","146278","14072"
"1212",1994,"40","RI STATE GOVT","8403","241"
"1213",1994,"41","SC STATE GOVT","111862","9649"
"1214",1994,"42","SD STATE GOVT","9670","257"
"1215",1994,"43","TN STATE GOVT","64704","1677"
"1216",1994,"44","TX STATE GOVT","400466","25705"
"1217",1994,"45","UT STATE GOVT","17609","700"
"1218",1994,"46","VT STATE GOVT","13330","408"
"1219",1994,"47","VA STATE GOVT","107046","6193"
"1220",1994,"48","WA STATE GOVT","128602","8371"
"1221",1994,"49","WV STATE GOVT","7855","8051"
"1222",1994,"50","WI STATE GOVT","39396","238"
"1223",1994,"51","WY STATE GOVT","1000","7"
"1224",1993,"00","US STATE GOVTS","3574903","274965"
"1225",1993,"01","AL STATE GOVT","110038","2383"
"1226",1993,"02","AK STATE GOVT","11899","1772"
"1227",1993,"03","AZ STATE GOVT","40850","2248"
"1228",1993,"04","AR STATE GOVT","27645","950"
"1229",1993,"05","CA STATE GOVT","291715","34869"
"1230",1993,"06","CO STATE GOVT","23527","3484"
"1231",1993,"07","CT STATE GOVT","40057","5752"
"1232",1993,"08","DE STATE GOVT","11510","830"
"1233",1993,"10","FL STATE GOVT","539082","27242"
"1234",1993,"11","GA STATE GOVT","112672","2068"
"1235",1993,"12","HI STATE GOVT","39349","0"
"1236",1993,"13","ID STATE GOVT","4478","933"
"1237",1993,"14","IL STATE GOVT","59476","3044"
"1238",1993,"15","IN STATE GOVT","31607","7586"
"1239",1993,"16","IA STATE GOVT","12471","8299"
"1240",1993,"17","KS STATE GOVT","50157","2740"
"1241",1993,"18","KY STATE GOVT","55550","2340"
"1242",1993,"19","LA STATE GOVT","48870","0"
"1243",1993,"20","ME STATE GOVT","33902","2433"
"1244",1993,"21","MD STATE GOVT","23713","450"
"1245",1993,"22","MA STATE GOVT","61531","1147"
"1246",1993,"23","MI STATE GOVT","123225","11638"
"1247",1993,"24","MN STATE GOVT","54864","812"
"1248",1993,"25","MS STATE GOVT","34501","1947"
"1249",1993,"26","MO STATE GOVT","23562","3090"
"1250",1993,"27","MT STATE GOVT","15368","1598"
"1251",1993,"28","NE STATE GOVT","15786","215"
"1252",1993,"29","NV STATE GOVT","12546","0"
"1253",1993,"30","NH STATE GOVT","10984","2856"
"1254",1993,"31","NJ STATE GOVT","77362","2469"
"1255",1993,"32","NM STATE GOVT","17593","3347"
"1256",1993,"33","NY STATE GOVT","229233","32678"
"1257",1993,"34","NC STATE GOVT","156090","5507"
"1258",1993,"35","ND STATE GOVT","5246","241"
"1259",1993,"36","OH STATE GOVT","69487","25203"
"1260",1993,"37","OK STATE GOVT","56053","2526"
"1261",1993,"38","OR STATE GOVT","9973","1652"
"1262",1993,"39","PA STATE GOVT","148545","13549"
"1263",1993,"40","RI STATE GOVT","9155","248"
"1264",1993,"41","SC STATE GOVT","111066","12134"
"1265",1993,"42","SD STATE GOVT","9456","239"
"1266",1993,"43","TN STATE GOVT","63774","1575"
"1267",1993,"44","TX STATE GOVT","393249","18195"
"1268",1993,"45","UT STATE GOVT","17350","646"
"1269",1993,"46","VT STATE GOVT","13878","368"
"1270",1993,"47","VA STATE GOVT","97164","6139"
"1271",1993,"48","WA STATE GOVT","120339","8258"
"1272",1993,"49","WV STATE GOVT","7485","7041"
"1273",1993,"50","WI STATE GOVT","40341","217"
"1274",1993,"51","WY STATE GOVT","1129","7"
"1275",1992,"00","US STATE GOVTS","3590510","259997"
"1276",1992,"01","AL STATE GOVT","110997","2323"
"1277",1992,"02","AK STATE GOVT","12034","1689"
"1278",1992,"03","AZ STATE GOVT","41091","2167"
"1279",1992,"04","AR STATE GOVT","27441","1025"
"1280",1992,"05","CA STATE GOVT","296811","31267"
"1281",1992,"06","CO STATE GOVT","21520","3347"
"1282",1992,"07","CT STATE GOVT","43443","5766"
"1283",1992,"08","DE STATE GOVT","10875","671"
"1284",1992,"10","FL STATE GOVT","525717","24925"
"1285",1992,"11","GA STATE GOVT","114867","1930"
"1286",1992,"12","HI STATE GOVT","41492","0"
"1287",1992,"13","ID STATE GOVT","5459","924"
"1288",1992,"14","IL STATE GOVT","59434","2868"
"1289",1992,"15","IN STATE GOVT","33419","9677"
"1290",1992,"16","IA STATE GOVT","12631","8234"
"1291",1992,"17","KS STATE GOVT","54791","2696"
"1292",1992,"18","KY STATE GOVT","54163","1819"
"1293",1992,"19","LA STATE GOVT","62112","2433"
"1294",1992,"20","ME STATE GOVT","36400","2399"
"1295",1992,"21","MD STATE GOVT","25277","327"
"1296",1992,"22","MA STATE GOVT","64675","1176"
"1297",1992,"23","MI STATE GOVT","122309","11516"
"1298",1992,"24","MN STATE GOVT","53368","476"
"1299",1992,"25","MS STATE GOVT","34207","2269"
"1300",1992,"26","MO STATE GOVT","23570","2467"
"1301",1992,"27","MT STATE GOVT","14853","1503"
"1302",1992,"28","NE STATE GOVT","15725","208"
"1303",1992,"29","NV STATE GOVT","14854","20"
"1304",1992,"30","NH STATE GOVT","11181","2828"
"1305",1992,"31","NJ STATE GOVT","80547","3238"
"1306",1992,"32","NM STATE GOVT","17425","470"
"1307",1992,"33","NY STATE GOVT","235004","29812"
"1308",1992,"34","NC STATE GOVT","155515","4727"
"1309",1992,"35","ND STATE GOVT","4905","237"
"1310",1992,"36","OH STATE GOVT","64205","24600"
"1311",1992,"37","OK STATE GOVT","56744","2889"
"1312",1992,"38","OR STATE GOVT","10741","1586"
"1313",1992,"39","PA STATE GOVT","144665","13663"
"1314",1992,"40","RI STATE GOVT","9131","239"
"1315",1992,"41","SC STATE GOVT","109870","9099"
"1316",1992,"42","SD STATE GOVT","9381","231"
"1317",1992,"43","TN STATE GOVT","63234","1627"
"1318",1992,"44","TX STATE GOVT","386848","17885"
"1319",1992,"45","UT STATE GOVT","17090","529"
"1320",1992,"46","VT STATE GOVT","13961","362"
"1321",1992,"47","VA STATE GOVT","97155","5983"
"1322",1992,"48","WA STATE GOVT","119885","7746"
"1323",1992,"49","WV STATE GOVT","8582","5934"
"1324",1992,"50","WI STATE GOVT","39664","182"
"1325",1992,"51","WY STATE GOVT","1242","8"
"1326",1991,"00","US STATE GOVTS","3400402","259641"
"1327",1991,"01","AL STATE GOVT","109409","2480"
"1328",1991,"02","AK STATE GOVT","12164","1545"
"1329",1991,"03","AZ STATE GOVT","39809","2210"
"1330",1991,"04","AR STATE GOVT","24453","989"
"1331",1991,"05","CA STATE GOVT","128729","33108"
"1332",1991,"06","CO STATE GOVT","19627","3034"
"1333",1991,"07","CT STATE GOVT","46439","5680"
"1334",1991,"08","DE STATE GOVT","8896","844"
"1335",1991,"10","FL STATE GOVT","542002","26897"
"1336",1991,"11","GA STATE GOVT","115043","2540"
"1337",1991,"12","HI STATE GOVT","40795","0"
"1338",1991,"13","ID STATE GOVT","12567","907"
"1339",1991,"14","IL STATE GOVT","63625","2847"
"1340",1991,"15","IN STATE GOVT","33257","9901"
"1341",1991,"16","IA STATE GOVT","12707","8169"
"1342",1991,"17","KS STATE GOVT","52164","2617"
"1343",1991,"18","KY STATE GOVT","52402","1806"
"1344",1991,"19","LA STATE GOVT","41899","2034"
"1345",1991,"20","ME STATE GOVT","34933","2050"
"1346",1991,"21","MD STATE GOVT","26325","331"
"1347",1991,"22","MA STATE GOVT","67718","1097"
"1348",1991,"23","MI STATE GOVT","124108","11679"
"1349",1991,"24","MN STATE GOVT","55573","399"
"1350",1991,"25","MS STATE GOVT","33711","3425"
"1351",1991,"26","MO STATE GOVT","23443","2414"
"1352",1991,"27","MT STATE GOVT","13812","1329"
"1353",1991,"28","NE STATE GOVT","15935","240"
"1354",1991,"29","NV STATE GOVT","12670","21"
"1355",1991,"30","NH STATE GOVT","12794","2738"
"1356",1991,"31","NJ STATE GOVT","81006","3788"
"1357",1991,"32","NM STATE GOVT","17249","472"
"1358",1991,"33","NY STATE GOVT","236146","27934"
"1359",1991,"34","NC STATE GOVT","152973","2817"
"1360",1991,"35","ND STATE GOVT","6082","243"
"1361",1991,"36","OH STATE GOVT","65557","24613"
"1362",1991,"37","OK STATE GOVT","55514","3181"
"1363",1991,"38","OR STATE GOVT","10471","1549"
"1364",1991,"39","PA STATE GOVT","142907","13511"
"1365",1991,"40","RI STATE GOVT","9449","242"
"1366",1991,"41","SC STATE GOVT","114187","8478"
"1367",1991,"42","SD STATE GOVT","9464","226"
"1368",1991,"43","TN STATE GOVT","63162","1490"
"1369",1991,"44","TX STATE GOVT","377750","17751"
"1370",1991,"45","UT STATE GOVT","16219","425"
"1371",1991,"46","VT STATE GOVT","13975","357"
"1372",1991,"47","VA STATE GOVT","85121","5779"
"1373",1991,"48","WA STATE GOVT","116747","7818"
"1374",1991,"49","WV STATE GOVT","8563","5427"
"1375",1991,"50","WI STATE GOVT","39787","209"
"1376",1991,"51","WY STATE GOVT","1064","0"
"1377",1990,"00","US STATE GOVTS","3191150","264164"
"1378",1990,"01","AL STATE GOVT","107061","2221"
"1379",1990,"02","AK STATE GOVT","12035","1542"
"1380",1990,"03","AZ STATE GOVT","40305","1810"
"1381",1990,"04","AR STATE GOVT","24600","1104"
"1382",1990,"05","CA STATE GOVT","128319","32401"
"1383",1990,"06","CO STATE GOVT","20837","2457"
"1384",1990,"07","CT STATE GOVT","46610","5728"
"1385",1990,"08","DE STATE GOVT","4931","586"
"1386",1990,"10","FL STATE GOVT","463006","25346"
"1387",1990,"11","GA STATE GOVT","116841","1755"
"1388",1990,"12","HI STATE GOVT","40336","0"
"1389",1990,"13","ID STATE GOVT","12481","977"
"1390",1990,"14","IL STATE GOVT","63528","1994"
"1391",1990,"15","IN STATE GOVT","34850","10086"
"1392",1990,"16","IA STATE GOVT","12599","8107"
"1393",1990,"17","KS STATE GOVT","49988","2581"
"1394",1990,"18","KY STATE GOVT","50221","1907"
"1395",1990,"19","LA STATE GOVT","42591","2046"
"1396",1990,"20","ME STATE GOVT","34438","1913"
"1397",1990,"21","MD STATE GOVT","26453","332"
"1398",1990,"22","MA STATE GOVT","71624","1171"
"1399",1990,"23","MI STATE GOVT","121943","11745"
"1400",1990,"24","MN STATE GOVT","55824","481"
"1401",1990,"25","MS STATE GOVT","33114","2213"
"1402",1990,"26","MO STATE GOVT","23715","2427"
"1403",1990,"27","MT STATE GOVT","13239","1619"
"1404",1990,"28","NE STATE GOVT","16118","241"
"1405",1990,"29","NV STATE GOVT","14598","20"
"1406",1990,"30","NH STATE GOVT","11526","2080"
"1407",1990,"31","NJ STATE GOVT","53402","3748"
"1408",1990,"32","NM STATE GOVT","17057","280"
"1409",1990,"33","NY STATE GOVT","190431","33701"
"1410",1990,"34","NC STATE GOVT","150582","2850"
"1411",1990,"35","ND STATE GOVT","5469","249"
"1412",1990,"36","OH STATE GOVT","66486","32607"
"1413",1990,"37","OK STATE GOVT","54333","2602"
"1414",1990,"38","OR STATE GOVT","10819","1600"
"1415",1990,"39","PA STATE GOVT","139989","11182"
"1416",1990,"40","RI STATE GOVT","10834","246"
"1417",1990,"41","SC STATE GOVT","113718","8013"
"1418",1990,"42","SD STATE GOVT","9297","214"
"1419",1990,"43","TN STATE GOVT","62994","1459"
"1420",1990,"44","TX STATE GOVT","335170","18595"
"1421",1990,"45","UT STATE GOVT","16206","420"
"1422",1990,"46","VT STATE GOVT","14213","377"
"1423",1990,"47","VA STATE GOVT","83607","5365"
"1424",1990,"48","WA STATE GOVT","113318","7759"
"1425",1990,"49","WV STATE GOVT","8572","5824"
"1426",1990,"50","WI STATE GOVT","39797","183"
"1427",1990,"51","WY STATE GOVT","1125","0"
"1428",1989,"00","US STATE GOVTS","3117812","249116"
"1429",1989,"01","AL STATE GOVT","105596","2717"
"1430",1989,"02","AK STATE GOVT","11819","1563"
"1431",1989,"03","AZ STATE GOVT","40544","3154"
"1432",1989,"04","AR STATE GOVT","23130","1463"
"1433",1989,"05","CA STATE GOVT","128221","32734"
"1434",1989,"06","CO STATE GOVT","21168","2507"
"1435",1989,"07","CT STATE GOVT","34200","5859"
"1436",1989,"08","DE STATE GOVT","4936","602"
"1437",1989,"10","FL STATE GOVT","456476","23265"
"1438",1989,"11","GA STATE GOVT","115670","1963"
"1439",1989,"12","HI STATE GOVT","38609","0"
"1440",1989,"13","ID STATE GOVT","12443","964"
"1441",1989,"14","IL STATE GOVT","65367","1721"
"1442",1989,"15","IN STATE GOVT","36760","7584"
"1443",1989,"16","IA STATE GOVT","12559","7656"
"1444",1989,"17","KS STATE GOVT","47776","2111"
"1445",1989,"18","KY STATE GOVT","49134","1907"
"1446",1989,"19","LA STATE GOVT","54740","2118"
"1447",1989,"20","ME STATE GOVT","37154","1928"
"1448",1989,"21","MD STATE GOVT","26999","366"
"1449",1989,"22","MA STATE GOVT","76308","1632"
"1450",1989,"23","MI STATE GOVT","127851","12100"
"1451",1989,"24","MN STATE GOVT","55001","510"
"1452",1989,"25","MS STATE GOVT","32590","2352"
"1453",1989,"26","MO STATE GOVT","23589","2430"
"1454",1989,"27","MT STATE GOVT","13268","1455"
"1455",1989,"28","NE STATE GOVT","16241","253"
"1456",1989,"29","NV STATE GOVT","13882","21"
"1457",1989,"30","NH STATE GOVT","11527","702"
"1458",1989,"31","NJ STATE GOVT","53485","3847"
"1459",1989,"32","NM STATE GOVT","17320","256"
"1460",1989,"33","NY STATE GOVT","144576","29414"
"1461",1989,"34","NC STATE GOVT","147010","2658"
"1462",1989,"35","ND STATE GOVT","5507","250"
"1463",1989,"36","OH STATE GOVT","65848","19441"
"1464",1989,"37","OK STATE GOVT","54633","3007"
"1465",1989,"38","OR STATE GOVT","10839","1568"
"1466",1989,"39","PA STATE GOVT","137360","11242"
"1467",1989,"40","RI STATE GOVT","7324","241"
"1468",1989,"41","SC STATE GOVT","109854","9532"
"1469",1989,"42","SD STATE GOVT","9018","191"
"1470",1989,"43","TN STATE GOVT","62781","1425"
"1471",1989,"44","TX STATE GOVT","319646","19940"
"1472",1989,"45","UT STATE GOVT","16742","402"
"1473",1989,"46","VT STATE GOVT","14563","371"
"1474",1989,"47","VA STATE GOVT","95589","5138"
"1475",1989,"48","WA STATE GOVT","102851","10911"
"1476",1989,"49","WV STATE GOVT","8439","5413"
"1477",1989,"50","WI STATE GOVT","39713","232"
"1478",1989,"51","WY STATE GOVT","1156","0"
"1479",1988,"00","US STATE GOVTS","3188780","244241"
"1480",1988,"01","AL STATE GOVT","97869","2278"
"1481",1988,"02","AK STATE GOVT","12111","1632"
"1482",1988,"03","AZ STATE GOVT","40954","1624"
"1483",1988,"04","AR STATE GOVT","24229","568"
"1484",1988,"05","CA STATE GOVT","128720","31412"
"1485",1988,"06","CO STATE GOVT","21965","2463"
"1486",1988,"07","CT STATE GOVT","31526","5894"
"1487",1988,"08","DE STATE GOVT","5023","628"
"1488",1988,"10","FL STATE GOVT","453229","22987"
"1489",1988,"11","GA STATE GOVT","118912","1720"
"1490",1988,"12","HI STATE GOVT","133824","0"
"1491",1988,"13","ID STATE GOVT","9160","1002"
"1492",1988,"14","IL STATE GOVT","67843","1985"
"1493",1988,"15","IN STATE GOVT","35705","9958"
"1494",1988,"16","IA STATE GOVT","12645","7666"
"1495",1988,"17","KS STATE GOVT","47304","1727"
"1496",1988,"18","KY STATE GOVT","49285","1930"
"1497",1988,"19","LA STATE GOVT","49848","2164"
"1498",1988,"20","ME STATE GOVT","34008","1881"
"1499",1988,"21","MD STATE GOVT","28023","360"
"1500",1988,"22","MA STATE GOVT","78436","1276"
"1501",1988,"23","MI STATE GOVT","120085","11541"
"1502",1988,"24","MN STATE GOVT","55746","523"
"1503",1988,"25","MS STATE GOVT","36257","1169"
"1504",1988,"26","MO STATE GOVT","23891","2392"
"1505",1988,"27","MT STATE GOVT","13208","1558"
"1506",1988,"28","NE STATE GOVT","15824","248"
"1507",1988,"29","NV STATE GOVT","11666","20"
"1508",1988,"30","NH STATE GOVT","11383","1664"
"1509",1988,"31","NJ STATE GOVT","55092","4364"
"1510",1988,"32","NM STATE GOVT","17471","2"
"1511",1988,"33","NY STATE GOVT","149069","29196"
"1512",1988,"34","NC STATE GOVT","141794","2650"
"1513",1988,"35","ND STATE GOVT","5621","260"
"1514",1988,"36","OH STATE GOVT","67399","20363"
"1515",1988,"37","OK STATE GOVT","55404","3155"
"1516",1988,"38","OR STATE GOVT","10510","1518"
"1517",1988,"39","PA STATE GOVT","138368","11405"
"1518",1988,"40","RI STATE GOVT","7755","235"
"1519",1988,"41","SC STATE GOVT","107132","7497"
"1520",1988,"42","SD STATE GOVT","9013","186"
"1521",1988,"43","TN STATE GOVT","63125","1440"
"1522",1988,"44","TX STATE GOVT","315536","21499"
"1523",1988,"45","UT STATE GOVT","16300","420"
"1524",1988,"46","VT STATE GOVT","14700","388"
"1525",1988,"47","VA STATE GOVT","95379","6042"
"1526",1988,"48","WA STATE GOVT","102010","7354"
"1527",1988,"49","WV STATE GOVT","8645","5758"
"1528",1988,"50","WI STATE GOVT","38555","239"
"1529",1988,"51","WY STATE GOVT","1223","0"
"1530",1987,"00","US STATE GOVTS","3108918","248473"
"1531",1987,"01","AL STATE GOVT","97252","1360"
"1532",1987,"02","AK STATE GOVT","12580","1666"
"1533",1987,"03","AZ STATE GOVT","40819","2134"
"1534",1987,"04","AR STATE GOVT","24093","747"
"1535",1987,"05","CA STATE GOVT","131319","31936"
"1536",1987,"06","CO STATE GOVT","23173","2436"
"1537",1987,"07","CT STATE GOVT","32934","5937"
"1538",1987,"08","DE STATE GOVT","5129","581"
"1539",1987,"10","FL STATE GOVT","445817","22423"
"1540",1987,"11","GA STATE GOVT","116568","1824"
"1541",1987,"12","HI STATE GOVT","34547","0"
"1542",1987,"13","ID STATE GOVT","10079","1007"
"1543",1987,"14","IL STATE GOVT","67287","1707"
"1544",1987,"15","IN STATE GOVT","34562","9730"
"1545",1987,"16","IA STATE GOVT","13107","8609"
"1546",1987,"17","KS STATE GOVT","45450","1395"
"1547",1987,"18","KY STATE GOVT","49109","1945"
"1548",1987,"19","LA STATE GOVT","52137","2322"
"1549",1987,"20","ME STATE GOVT","33490","1804"
"1550",1987,"21","MD STATE GOVT","29063","350"
"1551",1987,"22","MA STATE GOVT","80693","1448"
"1552",1987,"23","MI STATE GOVT","123043","9316"
"1553",1987,"24","MN STATE GOVT","54370","528"
"1554",1987,"25","MS STATE GOVT","37139","1215"
"1555",1987,"26","MO STATE GOVT","25074","2447"
"1556",1987,"27","MT STATE GOVT","13794","1468"
"1557",1987,"28","NE STATE GOVT","15434","259"
"1558",1987,"29","NV STATE GOVT","13266","22"
"1559",1987,"30","NH STATE GOVT","11276","2056"
"1560",1987,"31","NJ STATE GOVT","57886","3697"
"1561",1987,"32","NM STATE GOVT","17480","1020"
"1562",1987,"33","NY STATE GOVT","156384","33558"
"1563",1987,"34","NC STATE GOVT","131437","2529"
"1564",1987,"35","ND STATE GOVT","5608","260"
"1565",1987,"36","OH STATE GOVT","69395","19992"
"1566",1987,"37","OK STATE GOVT","52299","3247"
"1567",1987,"38","OR STATE GOVT","11214","1574"
"1568",1987,"39","PA STATE GOVT","137702","11534"
"1569",1987,"40","RI STATE GOVT","7684","157"
"1570",1987,"41","SC STATE GOVT","106614","6154"
"1571",1987,"42","SD STATE GOVT","8584","222"
"1572",1987,"43","TN STATE GOVT","62335","1383"
"1573",1987,"44","TX STATE GOVT","326192","24189"
"1574",1987,"45","UT STATE GOVT","16653","350"
